,Select Field #1,Select Field #2,Select Field #3,Select Field #4,Select Field #5,Select Field #6,,,,
id,Boat_Make,model,made_year,length,Footage_bin,beam,,,,
7841,Hurricane,DIRECTOR 196 FUN DECK,1982,19,<24',7.5,,,,
7842,Hurricane,EXC CRUISER FUN DECK,1982,19,<24',7.5,,,,
7843,Hurricane,GENEVA 196 SUN DECK,1982,19,<24',7.5,,,,
7844,Hurricane,TAHOE 196 SUN DECK,1982,19,<24',7.5,,,,
7845,Hurricane,SPORTSTER V 151,1981,15,<24',6.666666667,,,,
7846,Hurricane,CYPRUS 196 SUN DECK,1981,19,<24',7.5,,,,
7847,Hurricane,FUN DECK 196 DLX,1981,19,<24',7.5,,,,
7848,Hurricane,FUN DECK 196 STD,1981,19,<24',7.5,,,,
7849,Hurricane,GENEVA 196 SUN DECK,1981,19,<24',7.5,,,,
7850,Hurricane,GENEVA SS 196,1981,19,<24',7.5,,,,
7851,Hurricane,PLACID 196 SUN DECK,1981,19,<24',7.5,,,,
7852,Hurricane,PLACID SS 196,1981,19,<24',7.5,,,,
7853,Hurricane,TAHOE 196 SUN DECK,1981,19,<24',7.5,,,,
7854,Hurricane,SPORTSTER CH,1980,15,<24',6.666666667,,,,
7855,Hurricane,SPORTSTER ELITE,1980,15,<24',6.666666667,,,,
7856,Hurricane,SP DECK ELITE,1980,16,<24',6.833333333,,,,
7857,Hurricane,FUN DECK ELITE,1980,19,<24',7.5,,,,
7858,Hurricane,SWINGER ELITE,1980,19,<24',7.5,,,,
7859,Hurricane,SPORTSTER CH,1979,15,<24',6.666666667,,,,
7860,Hurricane,SPORTSTER ELITE,1979,15,<24',6.666666667,,,,
7861,Hurricane,SP DECK ELITE,1979,16,<24',6.833333333,,,,
7862,Hurricane,FUN DECK ELITE,1979,19,<24',6.833333333,,,,
7863,Hurricane,SWINGER ELITE,1979,19,<24',6.833333333,,,,
7864,Hurricane,SPORTSTER CH,1978,15,<24',6.666666667,,,,
7865,Hurricane,SPORTSTER ELITE,1978,15,<24',6.666666667,,,,
7866,Hurricane,SP DECK CH,1978,16,<24',6.833333333,,,,
7867,Hurricane,SP DECK ELITE,1978,16,<24',6.833333333,,,,
7868,Hurricane,FUN DECK CH,1978,19,<24',7.5,,,,
7869,Hurricane,FUN DECK ELITE,1978,19,<24',7.5,,,,
7870,Hurricane,SWINGER CH,1978,19,<24',7.5,,,,
7871,Hurricane,SWINGER ELITE,1978,19,<24',7.5,,,,
7872,Hurricane,SPORTSTER V151,1977,15,<24',6.666666667,,,,
7873,Hurricane,SP DECK CH,1977,16,<24',6.833333333,,,,
7874,Hurricane,SP DECK ELITE,1977,16,<24',6.833333333,,,,
7875,Hurricane,SUN DECK,1977,19,<24',7.5,,,,
7876,Hurricane,SWINGER CH,1977,19,<24',7.5,,,,
7877,Hurricane,SWINGER ELITE,1977,19,<24',7.5,,,,
7878,Hurricane,SPORTSTER V151,1976,15,<24',6.666666667,,,,
7879,Hurricane,SP DECK CH,1976,16,<24',6.833333333,,,,
7880,Hurricane,SP DECK ELITE,1976,16,<24',6.833333333,,,,
7881,Hurricane,SUN DECK,1976,19,<24',7.5,,,,
7882,Hurricane,SWINGER CH,1976,19,<24',7.5,,,,
7883,Hurricane,SWINGER ELITE,1976,19,<24',7.5,,,,
7884,Hurricane,CLASS DECKER,1975,16,<24',6.833333333,,,,
7885,Hurricane,FUN DECK 16,1975,16,<24',6.833333333,,,,
7886,Hurricane,SPORT DECK 16,1975,16,<24',6.833333333,,,,
7887,Hurricane,SPORT DECKER,1975,16,<24',6.833333333,,,,
7888,Hurricane,FUN DECK 20,1975,19,<24',7.5,,,,
7889,Hurricane,SPORT DECK 20,1975,19,<24',7.5,,,,
7890,Hurricane,FUN DECKER,1975,20,<24',7.5,,,,
7891,Hurricane,PLEASURE DECKER,1975,20,<24',7.5,,,,
7892,Hurricane,BIG DECKER,1975,24,<24',7.833333333,,,,
7893,Hurricane,FORECASTER,1974,15,<24',6.666666667,,,,
7894,Hurricane,TRIUMPH,1974,15,<24',6.666666667,,,,
7895,Hurricane,CLASS DECKER,1974,16,<24',6.833333333,,,,
7896,Hurricane,SPACE DECKER,1974,16,<24',6.833333333,,,,
7897,Hurricane,GULF STREAM,1974,17,<24',7.166666667,,,,
7898,Hurricane,GULFSTREAM,1974,17,<24',7.166666667,,,,
7899,Hurricane,PLAY DECKER,1974,20,<24',7.5,,,,
7900,Hurricane,PLEASURE DECKER,1974,20,<24',7.5,,,,
7901,Hurricane,BIG DECKER,1974,24,<24',7.833333333,,,,
7902,Hurricane,FORECASTER,1973,15,<24',6.666666667,,,,
7903,Hurricane,SPORT DECKER,1973,16,<24',6.833333333,,,,
7904,Hurricane,CYCLONE,1973,17,<24',7.166666667,,,,
7905,Hurricane,GULFSTREAM,1973,17,<24',7.166666667,,,,
7906,Hurricane,FUN DECKER,1973,19,<24',7.5,,,,
7907,Hurricane,FUN DECKER,1973,20,<24',7.5,,,,
7908,Hurricane,PLAYMATE,1972,14,<24',6.5,,,,
7909,Hurricane,FORECASTER,1972,15,<24',6.666666667,,,,
7910,Hurricane,SPORT DECK,1972,16,<24',6.833333333,,,,
7911,Hurricane,SPORT DECKER,1972,16,<24',6.833333333,,,,
7912,Hurricane,GULFSTREAM,1972,17,<24',7.166666667,,,,
7913,Hurricane,FUN DECKER,1972,19,<24',7.5,,,,
7914,Hurricane,FUN DECKER,1972,20,<24',7.5,,,,
7915,Hurricane,16,1971,16,<24',6.833333333,,,,
7916,Hurricane,20,1971,20,<24',7.5,,,,
7917,Mariner,OLDFIELD 240,1986,24,<24',9.5,,,,
7918,Mariner,OLDFIELD 240,1985,24,<24',9.5,,,,
7919,Princess,V39 EXPRESS/HC,2014,41,35' to 44',12.41666667,,,,
7920,Princess,42 FLYBRIGDE,2014,44,35' to 44',13.91666667,,,,
7921,Princess,V48 EXPRESS/HC,2014,50,45' to 54',13.5,,,,
7922,Princess,V48 OPEN/HC,2014,51,45' to 54',13.5,,,,
7923,Princess,V52 EXPRESS/HC,2014,53,45' to 54',14.58333333,,,,
7924,Princess,52 FLYBRIDGE,2014,54,45' to 54',15.58333333,,,,
7925,Princess,V57 EXPRESS/HC,2014,57,55' to 64',15.25,,,,
7926,Princess,56 FLYBRIDGE,2014,58,55' to 64',15.58333333,,,,
7927,Princess,60 FLYBRIDGE,2014,60,55' to 64',15.83333333,,,,
7928,Princess,V39 EXPRESS/HC,2013,41,35' to 44',12.41666667,,,,
7929,Princess,42 FLYBRIDGE,2013,44,35' to 44',13.58333333,,,,
7930,Princess,V42 EXPRESS/HC,2013,44,35' to 44',13.08333333,,,,
7931,Princess,V48 EXPRESS IPS/HC,2013,50,45' to 54',13.5,,,,
7932,Princess,V52 EXPRESS/HC,2013,53,45' to 54',14.58333333,,,,
7933,Princess,52 FLYBRIDGE,2013,54,45' to 54',15.58333333,,,,
7934,Princess,V57 EXPRESS/HC,2013,57,55' to 64',15.25,,,,
7935,Princess,56 FLYBRIDGE,2013,58,55' to 64',15.58333333,,,,
7936,Princess,60 FLYBRIDGE,2013,60,55' to 64',15.83333333,,,,
7937,Princess,V39 EXPRESS/HC,2012,41,35' to 44',12.41666667,,,,
7938,Princess,42 FLYBRIDGE,2012,44,35' to 44',13.58333333,,,,
7939,Princess,V42 EXPRESS/HC,2012,44,35' to 44',13.08333333,,,,
7940,Princess,V45 EXPRESS/HC,2012,46,45' to 54',13.08333333,,,,
7941,Princess,50 FLYBRIDGE,2012,50,45' to 54',15,,,,
7942,Princess,V52 EXPRESS/HC,2012,53,45' to 54',14.58333333,,,,
7943,Princess,54 FLYBRIDGE,2012,54,45' to 54',15.25,,,,
7944,Princess,V57 EXPRESS/HC,2012,57,55' to 64',15.25,,,,
7945,Princess,60 FLYBRIDGE,2012,60,55' to 64',15.83333333,,,,
7946,Princess,42 FLYBRIDGE,2011,44,35' to 44',13.58333333,,,,
7947,Princess,V42 EXPRESS/HC,2011,44,35' to 44',13.33333333,,,,
7948,Princess,V45 EXPRESS/HC,2011,46,45' to 54',13.33333333,,,,
7949,Princess,50 FLYBRIDGE,2011,50,45' to 54',15.25,,,,
7950,Princess,V52 EXPRESS/HC,2011,53,45' to 54',14.83333333,,,,
7951,Princess,54 FLYBRIDGE,2011,54,45' to 54',15.25,,,,
7952,Princess,V56 EXPRESS/HC,2011,57,55' to 64',14.91666667,,,,
7953,Princess,V58 EXPRESS/HC,2011,59,55' to 64',15.41666667,,,,
7954,Pursuit,DC 235 DUAL CONSOLE,2019,23,<24',8.5,,,,
7955,Pursuit,C 238 CENTER CONSOLE,2019,24,<24',8.5,,,,
7956,Pursuit,C 260 CENTER CONSOLE,2019,26,25' to 34',8.75,,,,
7957,Pursuit,DC 266 DUAL CONSOLE,2019,27,25' to 34',8.666666667,,,,
7958,Pursuit,S 288 SPORT,2019,30,25' to 34',9.666666667,,,,
7959,Pursuit,DC 295 DUAL CONSOLE,2019,32,25' to 34',9.833333333,,,,
7960,Pursuit,DC 325 DUAL CONSOLE,2019,35,35' to 44',10.83333333,,,,
7961,Pursuit,OS 325 OFFSHORE,2019,35,35' to 44',10.83333333,,,,
7962,Pursuit,S 328 SPORT,2019,35,35' to 44',10.83333333,,,,
7963,Pursuit,DC 365 DUAL CONSOLE,2019,38,35' to 44',12,,,,
7964,Pursuit,OS 355 OFFSHORE,2019,38,35' to 44',12,,,,
7965,Pursuit,S 368 SPORT,2019,38,35' to 44',12,,,,
7966,Pursuit,OS 385 OFFSHORE,2019,39,35' to 44',13,,,,
7967,Pursuit,DC 235 DUAL CONSOLE,2018,23,<24',8.5,,,,
7968,Pursuit,C 238 CENTER CONSOLE,2018,24,<24',8.5,,,,
7969,Pursuit,C 260 CENTER CONSOLE,2018,26,25' to 34',8.75,,,,
7970,Pursuit,DC 265 DUAL CONSOLE,2018,26,25' to 34',8.75,,,,
7971,Pursuit,S 280 SPORT,2018,28,25' to 34',9.5,,,,
7972,Pursuit,DC 295 DUAL CONSOLE,2018,32,25' to 34',9.833333333,,,,
7973,Pursuit,DC 325 DUAL CONSOLE,2018,35,35' to 44',10.83333333,,,,
7974,Pursuit,OS 325 OFFSHORE,2018,35,35' to 44',10.83333333,,,,
7975,Pursuit,S 328 SPORT,2018,35,35' to 44',10.83333333,,,,
7976,Pursuit,DC 365 DUAL CONSOLE,2018,38,35' to 44',12,,,,
7977,Pursuit,OS 355 OFFSHORE,2018,38,35' to 44',12,,,,
7978,Pursuit,S 368 SPORT,2018,38,35' to 44',12,,,,
7979,Pursuit,OS 385 OFFSHORE,2018,39,35' to 44',13,,,,
7980,Pursuit,SC 365I SPORT COUPE,2018,41,35' to 44',12.5,,,,
7981,Pursuit,S 408 SPORT,2018,43,35' to 44',13,,,,
7982,Pursuit,C 238 CENTER CONSOLE,2017,23,<24',8.5,,,,
7983,Pursuit,DC 235 DUAL CONSOLE,2017,23,<24',8.5,,,,
7984,Pursuit,C 260 CENTER CONSOLE,2017,26,25' to 34',8.75,,,,
7985,Pursuit,DC 265 DUAL CONSOLE,2017,26,25' to 34',8.75,,,,
7986,Pursuit,C 280 CENTER CONSOLE,2017,28,25' to 34',9.5,,,,
7987,Pursuit,S 280 SPORT,2017,28,25' to 34',9.5,,,,
7988,Pursuit,ST 310 SPORT,2017,31,25' to 34',9.5,,,,
7989,Pursuit,DC 295 DUAL CONSOLE,2017,32,25' to 34',9.833333333,,,,
7990,Pursuit,DC 325 DUAL CONSOLE,2017,35,35' to 44',10.83333333,,,,
7991,Pursuit,OS 325 OFFSHORE,2017,35,35' to 44',10.83333333,,,,
7992,Pursuit,S 328 SPORT,2017,35,35' to 44',10.83333333,,,,
7993,Pursuit,OS 355 OFFSHORE,2017,38,35' to 44',12,,,,
7994,Pursuit,S 368 SPORT,2017,38,35' to 44',12,,,,
7995,Pursuit,OS 385 OFFSHORE,2017,39,35' to 44',13,,,,
7996,Pursuit,SC 365I SPORT COUPE,2017,41,35' to 44',12.5,,,,
7997,Pursuit,S 408 SPORT,2017,43,35' to 44',13,,,,
7998,Pursuit,C 238 CENTER CONSOLE,2016,23,<24',8.5,,,,
7999,Pursuit,DC 235 DUAL CONSOLE,2016,23,<24',8.5,,,,
8000,Pursuit,C 260 CENTER CONSOLE,2016,26,25' to 34',8.75,,,,
8001,Pursuit,DC 265 DUAL CONSOLE,2016,26,25' to 34',8.75,,,,
8002,Pursuit,C 280 CENTER CONSOLE,2016,28,25' to 34',9.5,,,,
8003,Pursuit,S 280 SPORT,2016,28,25' to 34',9.5,,,,
8004,Pursuit,ST 310 SPORT,2016,31,25' to 34',9.5,,,,
8005,Pursuit,DC 325 DUAL CONSOLE,2016,35,35' to 44',10.83333333,,,,
8006,Pursuit,OS 325 OFFSHORE,2016,35,35' to 44',10.83333333,,,,
8007,Pursuit,OS 355 OFFSHORE,2016,38,35' to 44',12,,,,
8008,Pursuit,OS 385 OFFSHORE,2016,39,35' to 44',13,,,,
8009,Pursuit,SC 365I SPORT COUPE,2016,41,35' to 44',12.5,,,,
8010,Pursuit,C 230 CENTER CONSOLE,2015,23,<24',8.5,,,,
8011,Pursuit,DC 235 DUAL CONSOLE,2015,23,<24',8.5,,,,
8012,Pursuit,C 260 CENTER CONSOLE,2015,26,25' to 34',8.75,,,,
8013,Pursuit,DC 265 DUAL CONSOLE,2015,26,25' to 34',8.75,,,,
8014,Pursuit,OS 255 OFFSHORE,2015,27,25' to 34',8.75,,,,
8015,Pursuit,OS 285 OFFSHORE,2015,27,25' to 34',8.75,,,,
8016,Pursuit,C 280 CENTER CONSOLE,2015,28,25' to 34',9.5,,,,
8017,Pursuit,S 280 SPORT,2015,28,25' to 34',9.5,,,,
8018,Pursuit,C 310 CENTER CONSOLE,2015,31,25' to 34',9.5,,,,
8019,Pursuit,ST 310 SPORT,2015,31,25' to 34',9.5,,,,
8020,Pursuit,DC 325 DUAL CONSOLE,2015,35,35' to 44',10.83333333,,,,
8021,Pursuit,OS 345 OFFSHORE,2015,36,35' to 44',12,,,,
8022,Pursuit,OS 385 OFFSHORE,2015,39,35' to 44',13,,,,
8023,Pursuit,SC 365I SPORT COUPE,2015,41,35' to 44',12.5,,,,
8024,Pursuit,C 230 CENTER CONSOLE,2014,23,<24',8.5,,,,
8025,Pursuit,DC 235 DUAL CONSOLE,2014,23,<24',8.5,,,,
8026,Pursuit,C 260 CENTER CONSOLE,2014,26,25' to 34',8.75,,,,
8027,Pursuit,DC 265 DUAL CONSOLE,2014,26,25' to 34',8.75,,,,
8028,Pursuit,OS 255 OFFSHORE,2014,27,25' to 34',8.75,,,,
8029,Pursuit,OS 285 OFFSHORE,2014,27,25' to 34',8.75,,,,
8030,Pursuit,C 280 CENTER CONSOLE,2014,28,25' to 34',9.5,,,,
8031,Pursuit,S 280 SPORT,2014,28,25' to 34',9.5,,,,
8032,Pursuit,C 310 CENTER CONSOLE,2014,31,25' to 34',9.5,,,,
8033,Pursuit,ST 310 SPORT,2014,31,25' to 34',9.5,,,,
8034,Pursuit,OS 315 OFFSHORE,2014,33,25' to 34',10.66666667,,,,
8035,Pursuit,OS 345 OFFSHORE,2014,36,35' to 44',12,,,,
8036,Pursuit,OS 385 OFFSHORE,2014,39,35' to 44',13,,,,
8037,Pursuit,SC 365I SPORT COUPE,2014,41,35' to 44',12.5,,,,
8038,Pursuit,C 230 CENTER CONSOLE,2013,23,<24',8.5,,,,
8039,Pursuit,DC 235 DUAL CONSOLE,2013,23,<24',8.5,,,,
8040,Pursuit,C 260 CENTER CONSOLE,2013,26,25' to 34',8.75,,,,
8041,Pursuit,DC 265 DUAL CONSOLE,2013,26,25' to 34',8.75,,,,
8042,Pursuit,OS 255 OFFSHORE,2013,27,25' to 34',8.75,,,,
8043,Pursuit,OS 285 OFFSHORE,2013,27,25' to 34',8.75,,,,
8044,Pursuit,C 280 CENTER CONSOLE,2013,28,25' to 34',9.5,,,,
8045,Pursuit,S 280 SPORT,2013,28,25' to 34',9.5,,,,
8046,Pursuit,C 310 CENTER CONSOLE,2013,31,25' to 34',9.5,,,,
8047,Pursuit,ST 310 SPORT,2013,31,25' to 34',9.5,,,,
8048,Pursuit,OS 315 OFFSHORE,2013,33,25' to 34',10.66666667,,,,
8049,Pursuit,OS 345 OFFSHORE,2013,36,35' to 44',12,,,,
8050,Pursuit,OS 385 OFFSHORE,2013,39,35' to 44',13,,,,
8051,Pursuit,SC 365I SPORT COUPE,2013,41,35' to 44',12.5,,,,
8052,Pursuit,C 180 CENTER CONSOLE,2012,18,<24',7.666666667,,,,
8053,Pursuit,C 200 CENTER CONSOLE,2012,20,<24',8.25,,,,
8054,Pursuit,C 230 CENTER CONSOLE,2012,23,<24',8.5,,,,
8055,Pursuit,DC 235 DUAL CONSOLE,2012,23,<24',8.5,,,,
8056,Pursuit,C 260 CENTER CONSOLE,2012,26,25' to 34',8.75,,,,
8057,Pursuit,DC 265 DUAL CONSOLE,2012,26,25' to 34',8.75,,,,
8058,Pursuit,OS 255 OFFSHORE,2012,27,25' to 34',8.75,,,,
8059,Pursuit,C 280 CENTER CONSOLE,2012,28,25' to 34',9.5,,,,
8060,Pursuit,S 280 SPORT,2012,28,25' to 34',9.5,,,,
8061,Pursuit,OS 285 OFFSHORE,2012,30,25' to 34',9.5,,,,
8062,Pursuit,C 310 CENTER CONSOLE,2012,31,25' to 34',9.5,,,,
8063,Pursuit,ST 310 SPORT,2012,31,25' to 34',9.5,,,,
8064,Pursuit,OS 315 OFFSHORE,2012,33,25' to 34',10.66666667,,,,
8065,Pursuit,OS 345 OFFSHORE,2012,36,35' to 44',12,,,,
8066,Pursuit,OS 375 OFFSHORE,2012,39,35' to 44',13,,,,
8067,Pursuit,C 230 CENTER CONSOLE,2011,23,<24',8.5,,,,
8068,Pursuit,OS 235 OFFSHORE,2011,23,<24',8.5,,,,
8069,Pursuit,DC 265 DUAL CONSOLE,2011,26,25' to 34',8.75,,,,
8070,Pursuit,OS 255 OFFSHORE,2011,27,25' to 34',8.75,,,,
8071,Pursuit,C 250 CENTER CONSOLE,2011,28,25' to 34',8.5,,,,
8072,Pursuit,C 280 CENTER CONSOLE,2011,28,25' to 34',9.5,,,,
8073,Pursuit,S 280 SPORT,2011,28,25' to 34',9.5,,,,
8074,Pursuit,OS 285 OFFSHORE,2011,30,25' to 34',9.5,,,,
8075,Pursuit,C 310 CENTER CONSOLE,2011,31,25' to 34',9.5,,,,
8076,Pursuit,S 310 SPORT,2011,31,25' to 34',9.5,,,,
8077,Pursuit,OS 315 OFFSHORE,2011,33,25' to 34',10.66666667,,,,
8078,Pursuit,OS 345 OFFSHORE,2011,36,35' to 44',12,,,,
8079,Pursuit,OS 375 OFFSHORE,2011,39,35' to 44',13,,,,
8080,Pursuit,C 230 CENTER CONSOLE,2010,23,<24',8.5,,,,
8081,Pursuit,OS 235 OFFSHORE,2010,23,<24',8.5,,,,
8082,Pursuit,OS 255 OFFSHORE,2010,27,25' to 34',8.75,,,,
8083,Pursuit,C 250 CENTER CONSOLE,2010,28,25' to 34',8.5,,,,
8084,Pursuit,C 280 CENTER CONSOLE,2010,28,25' to 34',9.5,,,,
8085,Pursuit,S 280 SPORT,2010,28,25' to 34',9.5,,,,
8086,Pursuit,OS 285 OFFSHORE,2010,30,25' to 34',9.5,,,,
8087,Pursuit,C 310 CENTER CONSOLE,2010,31,25' to 34',9.5,,,,
8088,Pursuit,S 310 SPORT,2010,31,25' to 34',9.5,,,,
8089,Pursuit,OS 315 OFFSHORE,2010,33,25' to 34',10.66666667,,,,
8090,Pursuit,C 340 CENTER CONSOLE,2010,34,25' to 34',9.5,,,,
8091,Pursuit,OS 345 OFFSHORE,2010,36,35' to 44',12,,,,
8092,Pursuit,OS 375 OFFSHORE,2010,39,35' to 44',13,,,,
8093,Pursuit,C 230 CENTER CONSOLE,2009,23,<24',8.5,,,,
8094,Pursuit,OS 235 OFFSHORE,2009,23,<24',8.5,,,,
8095,Pursuit,OS 255 OFFSHORE,2009,27,25' to 34',8.75,,,,
8096,Pursuit,C 250 CENTER CONSOLE,2009,28,25' to 34',8.5,,,,
8097,Pursuit,S 280 SPORT,2009,28,25' to 34',9.5,,,,
8098,Pursuit,C 280 CENTER CONSOLE,2009,30,25' to 34',9.5,,,,
8099,Pursuit,OS 285 OFFSHORE,2009,30,25' to 34',9.5,,,,
8100,Pursuit,C 310 CENTER CONSOLE,2009,31,25' to 34',9.5,,,,
8101,Pursuit,S 310 SPORT,2009,31,25' to 34',9.5,,,,
8102,Pursuit,OS 315 OFFSHORE,2009,33,25' to 34',10.66666667,,,,
8103,Pursuit,C 340 CENTER CONSOLE,2009,34,25' to 34',9.5,,,,
8104,Pursuit,OS 345 OFFSHORE,2009,36,35' to 44',12,,,,
8105,Pursuit,OS 375 OFFSHORE,2009,39,35' to 44',13,,,,
8106,Pursuit,C 230 CENTER CONSOLE,2008,23,<24',8.5,,,,
8107,Pursuit,OS 235 DENALI,2008,23,<24',8.5,,,,
8108,Pursuit,OS 255 OFFSHORE,2008,27,25' to 34',8.75,,,,
8109,Pursuit,C 250 CENTER CONSOLE,2008,28,25' to 34',8.5,,,,
8110,Pursuit,C 280 CENTER CONSOLE,2008,30,25' to 34',9.5,,,,
8111,Pursuit,OS 285 OFFSHORE,2008,30,25' to 34',9.5,,,,
8112,Pursuit,C 310 CENTER CONSOLE,2008,31,25' to 34',9.5,,,,
8113,Pursuit,S 310 SPORT,2008,31,25' to 34',9.5,,,,
8114,Pursuit,OS 315 OFFSHORE,2008,33,25' to 34',10.66666667,,,,
8115,Pursuit,C 340 CENTER CONSOLE,2008,34,25' to 34',9.5,,,,
8116,Pursuit,LS 345 DRUMMOND RUNNER,2008,34,25' to 34',9.5,,,,
8117,Pursuit,SF 345 DRMND TRNMNT/SF,2008,34,25' to 34',9.5,,,,
8118,Pursuit,OS 335 OFFSHORE,2008,35,35' to 44',10.5,,,,
8119,Pursuit,OS 375 OFFSHORE,2008,39,35' to 44',13,,,,
8120,Pursuit,LS 235 DENALI,2007,23,<24',8.5,,,,
8121,Pursuit,OS 255 OFFSHORE,2007,27,25' to 34',8.75,,,,
8122,Pursuit,C 250 CENTER CONSOLE,2007,28,25' to 34',8.5,,,,
8123,Pursuit,C 260 CENTER CONSOLE,2007,28,25' to 34',9.25,,,,
8124,Pursuit,LS 265 DENALI,2007,28,25' to 34',9.25,,,,
8125,Pursuit,C 280 CENTER CONSOLE,2007,30,25' to 34',9.5,,,,
8126,Pursuit,OS 285 OFFSHORE,2007,30,25' to 34',9.5,,,,
8127,Pursuit,C 310 CENTER CONSOLE,2007,31,25' to 34',9.5,,,,
8128,Pursuit,C 300 CENTER CONSOLE,2007,33,25' to 34',10.5,,,,
8129,Pursuit,OS 305 OFFSHORE,2007,33,25' to 34',10.5,,,,
8130,Pursuit,C 340 CENTER CONSOLE,2007,34,25' to 34',9.5,,,,
8131,Pursuit,LS 345 DRUMMOND RUNNER,2007,34,25' to 34',9.5,,,,
8132,Pursuit,SF 345 DRMMND SPRTFSH,2007,34,25' to 34',9.5,,,,
8133,Pursuit,OS 335 OFFSHORE,2007,35,35' to 44',10.5,,,,
8134,Pursuit,2570 OFFSHORE,2006,27,25' to 34',8.5,,,,
8135,Pursuit,2570 OFFSHORE,2006,27,25' to 34',8.75,,,,
8136,Pursuit,2570 CENTER CONSOLE,2006,28,25' to 34',8.5,,,,
8137,Pursuit,2670 CENTER CONSOLE/CD,2006,28,25' to 34',9.25,,,,
8138,Pursuit,2670 DENALI,2006,28,25' to 34',9.25,,,,
8139,Pursuit,2870 CENTER CONSOLE,2006,30,25' to 34',9.5,,,,
8140,Pursuit,2870 WALKAROUND,2006,30,25' to 34',9.5,,,,
8141,Pursuit,3070 CENTER CONSOLE,2006,33,25' to 34',10.5,,,,
8142,Pursuit,3070 OFFSHORE/CD,2006,33,25' to 34',10.5,,,,
8143,Pursuit,3480 CENTER CONSOLE,2006,34,25' to 34',9.5,,,,
8144,Pursuit,3480 DRUMMOND,2006,34,25' to 34',9.5,,,,
8145,Pursuit,3370 OFFSHORE,2006,35,35' to 44',10.5,,,,
8146,Pursuit,2460 DENALI,2005,25,25' to 34',8.5,,,,
8147,Pursuit,2470 WALKAROUND,2005,25,25' to 34',8.5,,,,
8148,Pursuit,2570 CENTER CONSOLE,2005,28,25' to 34',8.5,,,,
8149,Pursuit,2670 CENTER CONSOLE,2005,28,25' to 34',9.25,,,,
8150,Pursuit,2670 CENTER CONSOLE/CD,2005,28,25' to 34',9.25,,,,
8151,Pursuit,2670 DENALI,2005,28,25' to 34',9.25,,,,
8152,Pursuit,2870 CENTER CONSOLE,2005,30,25' to 34',9.5,,,,
8153,Pursuit,2870 WALKAROUND,2005,30,25' to 34',9.5,,,,
8154,Pursuit,3070 CENTER CONSOLE,2005,33,25' to 34',10.5,,,,
8155,Pursuit,3070 OFFSHORE/CD,2005,33,25' to 34',10.5,,,,
8156,Pursuit,3480 CENTER CONSOLE,2005,34,25' to 34',9.5,,,,
8157,Pursuit,3100 OFFSHORE,2005,35,35' to 44',10.5,,,,
8158,Pursuit,3370 OFFSHORE,2005,35,35' to 44',10.5,,,,
8159,Pursuit,2270 CENTER CONSOLE,2004,22,<24',8,,,,
8160,Pursuit,2460 DENALI,2004,25,25' to 34',8.5,,,,
8161,Pursuit,2470 CENTER CONSOLE,2004,25,25' to 34',8.5,,,,
8162,Pursuit,2470 WALKAROUND,2004,25,25' to 34',8.5,,,,
8163,Pursuit,2670 CENTER CONSOLE/CD,2004,28,25' to 34',9.25,,,,
8164,Pursuit,2670 DENALI,2004,28,25' to 34',9.25,,,,
8165,Pursuit,2665 DENALI,2004,30,25' to 34',9.25,,,,
8166,Pursuit,2870 CENTER CONSOLE,2004,30,25' to 34',9.5,,,,
8167,Pursuit,2870 WALKAROUND,2004,30,25' to 34',9.5,,,,
8168,Pursuit,3000 OFFSHORE,2004,31,25' to 34',12,,,,
8169,Pursuit,2865 DENALI,2004,33,25' to 34',9.5,,,,
8170,Pursuit,3070 CENTER CONSOLE,2004,33,25' to 34',10.5,,,,
8171,Pursuit,3070 OFFSHORE/CCC,2004,33,25' to 34',10.5,,,,
8172,Pursuit,3070 OFFSHORE/CD,2004,33,25' to 34',10.5,,,,
8173,Pursuit,3100 OFFSHORE,2004,35,35' to 44',10.5,,,,
8174,Pursuit,3370 OFFSHORE,2004,35,35' to 44',10.5,,,,
8175,Pursuit,3400 OFFSHORE,2004,36,35' to 44',12.75,,,,
8176,Pursuit,3800 OFFSHORE,2004,41,35' to 44',14.16666667,,,,
8177,Pursuit,2270 CENTER CONSOLE,2003,22,<24',8,,,,
8178,Pursuit,2460 DENALI,2003,25,25' to 34',8.5,,,,
8179,Pursuit,2470 CENTER CONSOLE,2003,25,25' to 34',8.5,,,,
8180,Pursuit,2470 WALKAROUND,2003,25,25' to 34',8.5,,,,
8181,Pursuit,2670 CENTER CONSOLE/CD,2003,28,25' to 34',9.25,,,,
8182,Pursuit,2670 DENALI,2003,28,25' to 34',9.25,,,,
8183,Pursuit,2665 DENALI,2003,30,25' to 34',9.25,,,,
8184,Pursuit,2870 CENTER CONSOLE,2003,30,25' to 34',9.5,,,,
8185,Pursuit,2870 WALKAROUND,2003,30,25' to 34',9.5,,,,
8186,Pursuit,3000 OFFSHORE,2003,31,25' to 34',12,,,,
8187,Pursuit,2865 DENALI,2003,33,25' to 34',9.5,,,,
8188,Pursuit,3000 EXPRESS,2003,33,25' to 34',10.5,,,,
8189,Pursuit,3070 CENTER CONSOLE,2003,33,25' to 34',10.5,,,,
8190,Pursuit,3070 EXPRESS,2003,33,25' to 34',10.5,,,,
8191,Pursuit,3070 OFFSHORE/CCC,2003,33,25' to 34',10.5,,,,
8192,Pursuit,3400 EXPRESS,2003,36,35' to 44',12.75,,,,
