,Select Field #1,Select Field #2,Select Field #3,Select Field #4,Select Field #5,Select Field #6,,,,
id,Boat_Make,model,made_year,length,Footage_bin,beam,,,,
7476,Hurricane,FUN DECK 202 GS,2006,20,<24',8.5,,,,
7477,Hurricane,FUN DECK 211 GS,2006,21,<24',8.5,,,,
7478,Hurricane,SUN DECK 210,2006,21,<24',8.5,,,,
7479,Hurricane,SUN DECK 217,2006,21,<24',8.5,,,,
7480,Hurricane,FUN DECK 218 RE,2006,22,<24',8.5,,,,
7481,Hurricane,FUN DECK 218 RE3,2006,22,<24',8.5,,,,
7482,Hurricane,FUN DECK 226 CC,2006,22,<24',7.583333333,,,,
7483,Hurricane,FUN DECK 226 FF,2006,22,<24',7.583333333,,,,
7484,Hurricane,FUN DECK 226 RE,2006,22,<24',7.583333333,,,,
7485,Hurricane,FUN DECK 226 REF,2006,22,<24',7.583333333,,,,
7486,Hurricane,FUN DECK 226 REF3,2006,22,<24',7.583333333,,,,
7487,Hurricane,FUN DECK 228 RE,2006,22,<24',7.583333333,,,,
7488,Hurricane,FUN DECK 231 GS,2006,23,<24',8.5,,,,
7489,Hurricane,FUN DECK 232 GS,2006,23,<24',8.5,,,,
7490,Hurricane,SUN DECK 230,2006,23,<24',8.5,,,,
7491,Hurricane,SUN DECK 237,2006,23,<24',8.5,,,,
7492,Hurricane,SUN DECK 237 DC,2006,23,<24',8.5,,,,
7493,Hurricane,FUN DECK 238 RE,2006,24,<24',8.5,,,,
7494,Hurricane,FUN DECK 238 REF,2006,24,<24',8.5,,,,
7495,Hurricane,SUN DECK 257 DC,2006,25,25' to 34',8.5,,,,
7496,Hurricane,SUN DECK 260,2006,26,25' to 34',8.5,,,,
7497,Hurricane,FUN DECK 170 GS,2005,17,<24',7.583333333,,,,
7498,Hurricane,FUN DECK 188 GS,2005,19,<24',8.416666667,,,,
7499,Hurricane,FUN DECK 196 FF,2005,19,<24',7.583333333,,,,
7500,Hurricane,FUN DECK 196 RE,2005,19,<24',7.583333333,,,,
7501,Hurricane,FUN DECK 196 RE3,2005,19,<24',7.583333333,,,,
7502,Hurricane,FUN DECK 196 REF,2005,19,<24',7.583333333,,,,
7503,Hurricane,FUN DECK 198 RE,2005,19,<24',7.5,,,,
7504,Hurricane,SUN DECK 187,2005,19,<24',8.416666667,,,,
7505,Hurricane,FUN DECK 201 GS,2005,20,<24',8.5,,,,
7506,Hurricane,FUN DECK 202 GS,2005,20,<24',8.5,,,,
7507,Hurricane,FUN DECK 211 GS,2005,21,<24',8.5,,,,
7508,Hurricane,SUN DECK 217,2005,21,<24',8.5,,,,
7509,Hurricane,SUN DECK 217 DC,2005,21,<24',8.5,,,,
7510,Hurricane,FUN DECK 218 RE,2005,22,<24',8.5,,,,
7511,Hurricane,FUN DECK 218 RE3,2005,22,<24',8.5,,,,
7512,Hurricane,FUN DECK 218 REF3,2005,22,<24',8.5,,,,
7513,Hurricane,FUN DECK 226 CC,2005,22,<24',7.583333333,,,,
7514,Hurricane,FUN DECK 226 FF,2005,22,<24',7.583333333,,,,
7515,Hurricane,FUN DECK 226 RE,2005,22,<24',7.583333333,,,,
7516,Hurricane,FUN DECK 226 REF,2005,22,<24',7.583333333,,,,
7517,Hurricane,FUN DECK 226 REF3,2005,22,<24',7.583333333,,,,
7518,Hurricane,FUN DECK 228 RE,2005,22,<24',7.583333333,,,,
7519,Hurricane,FUN DECK 232 GS,2005,23,<24',8.5,,,,
7520,Hurricane,SUN DECK 237,2005,23,<24',8.5,,,,
7521,Hurricane,SUN DECK 237 DC,2005,23,<24',8.5,,,,
7522,Hurricane,FUN DECK 238 RE,2005,24,<24',8.5,,,,
7523,Hurricane,SUN DECK 257 DC,2005,25,25' to 34',8.5,,,,
7524,Hurricane,SUN DECK 260,2005,26,25' to 34',8.5,,,,
7525,Hurricane,FUN DECK 170 GS,2004,17,<24',7.083333333,,,,
7526,Hurricane,FUN DECK 188 GS,2004,19,<24',8.416666667,,,,
7527,Hurricane,FUN DECK 196 FF,2004,19,<24',7.583333333,,,,
7528,Hurricane,FUN DECK 196 RE3,2004,19,<24',7.583333333,,,,
7529,Hurricane,FUN DECK 196 REE,2004,19,<24',7.583333333,,,,
7530,Hurricane,FUN DECK 196 REF,2004,19,<24',7.583333333,,,,
7531,Hurricane,FUN DECK 198 RE,2004,19,<24',7.666666667,,,,
7532,Hurricane,SUN DECK 187,2004,19,<24',8.416666667,,,,
7533,Hurricane,FUN DECK 201 GS,2004,20,<24',8.5,,,,
7534,Hurricane,FUN DECK 202 GS,2004,20,<24',8.5,,,,
7535,Hurricane,FUN DECK 211 GS,2004,21,<24',8.5,,,,
7536,Hurricane,FUN DECK 218 GS,2004,21,<24',8.5,,,,
7537,Hurricane,SUN DECK 217,2004,21,<24',8.5,,,,
7538,Hurricane,FUN DECK 218 FF3,2004,22,<24',8.5,,,,
7539,Hurricane,FUN DECK 218 RE3,2004,22,<24',8.5,,,,
7540,Hurricane,FUN DECK 226 FF,2004,22,<24',7.583333333,,,,
7541,Hurricane,FUN DECK 226 REE,2004,22,<24',7.583333333,,,,
7542,Hurricane,FUN DECK 226 REF,2004,22,<24',7.583333333,,,,
7543,Hurricane,FUN DECK 228 RE,2004,22,<24',7.666666667,,,,
7544,Hurricane,SUN DECK 217,2004,22,<24',8.5,,,,
7545,Hurricane,FUN DECK 232 GS,2004,23,<24',8.5,,,,
7546,Hurricane,SUN DECK 237,2004,23,<24',8.5,,,,
7547,Hurricane,SUN DECK 260,2004,26,25' to 34',8.5,,,,
7548,Hurricane,FUN DECK 170 GS,2003,17,<24',7,,,,
7549,Hurricane,FUN DECK 188 GS,2003,19,<24',8.333333333,,,,
7550,Hurricane,FUN DECK 196 FF,2003,19,<24',7.416666667,,,,
7551,Hurricane,FUN DECK 196 REE,2003,19,<24',7.416666667,,,,
7552,Hurricane,FUN DECK 196 REF,2003,19,<24',7.416666667,,,,
7553,Hurricane,FUN DECK 198 REC,2003,19,<24',7.416666667,,,,
7554,Hurricane,SUN DECK 187,2003,19,<24',8.333333333,,,,
7555,Hurricane,FUN DECK 201 GS,2003,20,<24',8.416666667,,,,
7556,Hurricane,FUN DECK 211 GS,2003,21,<24',8.416666667,,,,
7557,Hurricane,SUN DECK 2100,2003,21,<24',8,,,,
7558,Hurricane,SUN DECK 217,2003,21,<24',8.416666667,,,,
7559,Hurricane,FUN DECK 218 RE,2003,22,<24',8.5,,,,
7560,Hurricane,FUN DECK 226 FF,2003,22,<24',7.5,,,,
7561,Hurricane,FUN DECK 226 REE,2003,22,<24',7.5,,,,
7562,Hurricane,FUN DECK 226 REF,2003,22,<24',7.5,,,,
7563,Hurricane,FUN DECK 228 REC,2003,22,<24',7.5,,,,
7564,Hurricane,FUN DECK 232 GS,2003,23,<24',8.416666667,,,,
7565,Hurricane,SUN DECK 237,2003,23,<24',8.416666667,,,,
7566,Hurricane,FUN DECK 248 GS,2003,24,<24',8.416666667,,,,
7567,Hurricane,SUN DECK 260,2003,26,25' to 34',8.416666667,,,,
7568,Hurricane,FUN DECK 170 GS,2002,17,<24',7.083333333,,,,
7569,Hurricane,FUN DECK 188 GS,2002,19,<24',8.5,,,,
7570,Hurricane,FUN DECK 196 FF,2002,19,<24',7.5,,,,
7571,Hurricane,FUN DECK 196 RE,2002,19,<24',7.5,,,,
7572,Hurricane,FUN DECK 196 REF,2002,19,<24',7.5,,,,
7573,Hurricane,FUN DECK 198 RE,2002,19,<24',7.5,,,,
7574,Hurricane,SUN DECK 187,2002,19,<24',8.5,,,,
7575,Hurricane,FUN DECK 201 GS,2002,20,<24',8.5,,,,
7576,Hurricane,SUN DECK 2100,2002,21,<24',8.5,,,,
7577,Hurricane,SUN DECK 217,2002,21,<24',8.5,,,,
7578,Hurricane,FUN DECK 226 FF,2002,22,<24',7.583333333,,,,
7579,Hurricane,FUN DECK 226 RE,2002,22,<24',7.583333333,,,,
7580,Hurricane,FUN DECK 226 REF,2002,22,<24',7.583333333,,,,
7581,Hurricane,FUN DECK 228 RE,2002,22,<24',7.583333333,,,,
7582,Hurricane,SUN DECK 217,2002,22,<24',8.5,,,,
7583,Hurricane,FUN DECK 232 GS,2002,23,<24',8.5,,,,
7584,Hurricane,SUN DECK 237,2002,23,<24',8.5,,,,
7585,Hurricane,FUN DECK 248,2002,24,<24',8.5,,,,
7586,Hurricane,FUN DECK 170 GS,2001,17,<24',7.083333333,,,,
7587,Hurricane,FUN DECK 188 GS,2001,19,<24',8.416666667,,,,
7588,Hurricane,FUN DECK 196 FF,2001,19,<24',7.5,,,,
7589,Hurricane,FUN DECK 196 RE,2001,19,<24',7.5,,,,
7590,Hurricane,FUN DECK 196 REF,2001,19,<24',7.5,,,,
7591,Hurricane,FUN DECK 198 RE,2001,19,<24',7.5,,,,
7592,Hurricane,FUN DECK 198 REF,2001,19,<24',7.5,,,,
7593,Hurricane,FUN DECK 201 GS,2001,20,<24',8.5,,,,
7594,Hurricane,SUN DECK 2100,2001,21,<24',8.5,,,,
7595,Hurricane,SUN DECK 217,2001,21,<24',8.5,,,,
7596,Hurricane,FUN DECK 226 FF,2001,22,<24',7.583333333,,,,
7597,Hurricane,FUN DECK 226 RE,2001,22,<24',7.583333333,,,,
7598,Hurricane,FUN DECK 226 REF,2001,22,<24',7.583333333,,,,
7599,Hurricane,FUN DECK 228 RE,2001,22,<24',7.583333333,,,,
7600,Hurricane,FUN DECK 228 RE FG,2001,22,<24',7.583333333,,,,
7601,Hurricane,FUN DECK 232 GS,2001,23,<24',8.5,,,,
7602,Hurricane,SUN DECK 237,2001,23,<24',8.5,,,,
7603,Hurricane,FUN DECK 248 GS,2001,24,<24',8.5,,,,
7604,Hurricane,SUN DECK 170,2000,17,<24',7.083333333,,,,
7605,Hurricane,FUN DECK 196 FISH & FUN,2000,19,<24',7.5,,,,
7606,Hurricane,FUN DECK 196 FSH & CRUISE,2000,19,<24',7.5,,,,
7607,Hurricane,FUN DECK 196 REAR ENTRY,2000,19,<24',7.5,,,,
7608,Hurricane,FUN DECK 196 REAR FISH,2000,19,<24',7.5,,,,
7609,Hurricane,FUN DECK 198 REAR ENTRY,2000,19,<24',7.5,,,,
7610,Hurricane,FUN DECK 198 REAR FISH,2000,19,<24',7.5,,,,
7611,Hurricane,FUN DECK 201,2000,20,<24',8.5,,,,
7612,Hurricane,FUN DECK 201 FISH,2000,20,<24',8.5,,,,
7613,Hurricane,FUN DECK 201,2000,21,<24',8.5,,,,
7614,Hurricane,FUN DECK 201 FISH,2000,21,<24',8.5,,,,
7615,Hurricane,FUN DECK 217,2000,22,<24',8.5,,,,
7616,Hurricane,FUN DECK 217 FISH,2000,22,<24',8.5,,,,
7617,Hurricane,FUN DECK 226 FISH & FUN,2000,22,<24',7.583333333,,,,
7618,Hurricane,FUN DECK 226 REAR EXEC,2000,22,<24',7.583333333,,,,
7619,Hurricane,FUN DECK 226 REAR FISH,2000,22,<24',7.583333333,,,,
7620,Hurricane,FUN DECK 228 REAR ENTRY,2000,22,<24',7.583333333,,,,
7621,Hurricane,FUN DECK 228 REAR FISH,2000,22,<24',7.583333333,,,,
7622,Hurricane,FUN DECK 232,2000,23,<24',8.5,,,,
7623,Hurricane,FUN DECK 232 FISH,2000,23,<24',8.5,,,,
7624,Hurricane,FUN DECK 237,2000,23,<24',8.5,,,,
7625,Hurricane,FUN DECK 237 FISH,2000,23,<24',8.5,,,,
7626,Hurricane,FUN DECK 248,2000,24,<24',8.5,,,,
7627,Hurricane,FUN DECK 248 FISH,2000,24,<24',8.5,,,,
7628,Hurricane,SUN DECK 170,1999,17,<24',7.083333333,,,,
7629,Hurricane,FUN DECK 196 FISH & FUN,1999,19,<24',7.583333333,,,,
7630,Hurricane,FUN DECK 196 REAR ENTRY,1999,19,<24',7.583333333,,,,
7631,Hurricane,FUN DECK 196 REAR FISH,1999,19,<24',7.583333333,,,,
7632,Hurricane,FUN DECK 198 CRUISER,1999,19,<24',7.583333333,,,,
7633,Hurricane,FUN DECK 198 FSH & CRUISE,1999,19,<24',7.583333333,,,,
7634,Hurricane,SUN DECK 2100,1999,20,<24',8.083333333,,,,
7635,Hurricane,FUN DECK 201,1999,21,<24',8.5,,,,
7636,Hurricane,FUN DECK 226 FISH & FUN,1999,22,<24',7.583333333,,,,
7637,Hurricane,FUN DECK 226 REAR ENTRY,1999,22,<24',7.583333333,,,,
7638,Hurricane,FUN DECK 226 REAR FISH,1999,22,<24',7.583333333,,,,
7639,Hurricane,FUN DECK 228 CRUISER,1999,22,<24',7.583333333,,,,
7640,Hurricane,FUN DECK 228 FSH & CRUISE,1999,22,<24',7.583333333,,,,
7641,Hurricane,FUN DECK 232,1999,23,<24',8.5,,,,
7642,Hurricane,FUN DECK 237,1999,24,<24',8.5,,,,
7643,Hurricane,FUN DECK 248,1999,24,<24',8.5,,,,
7644,Hurricane,SUN DECK 170,1998,17,<24',7.083333333,,,,
7645,Hurricane,FUN DECK 196 FISH & FUN,1998,19,<24',7.5,,,,
7646,Hurricane,FUN DECK 196 REAR ENTRY,1998,19,<24',7.5,,,,
7647,Hurricane,FUN DECK 196 REAR FISH,1998,19,<24',7.5,,,,
7648,Hurricane,FUN DECK 198 CRUISER,1998,19,<24',7.5,,,,
7649,Hurricane,FUN DECK 198 FSH & CRUISE,1998,19,<24',7.5,,,,
7650,Hurricane,FUN DECK 216,1998,21,<24',8.083333333,,,,
7651,Hurricane,SUN DECK 2100,1998,21,<24',8.083333333,,,,
7652,Hurricane,FUN DECK 201,1998,22,<24',8.5,,,,
7653,Hurricane,FUN DECK 226 FISH & FUN,1998,22,<24',7.583333333,,,,
7654,Hurricane,FUN DECK 226 REAR ENTRY,1998,22,<24',7.583333333,,,,
7655,Hurricane,FUN DECK 226 REAR FISH,1998,22,<24',7.583333333,,,,
7656,Hurricane,FUN DECK 228 CRUISER,1998,22,<24',7.583333333,,,,
7657,Hurricane,FUN DECK 228 FSH & CRUISE,1998,22,<24',7.583333333,,,,
7658,Hurricane,FUN DECK 232,1998,23,<24',8.5,,,,
7659,Hurricane,FUN DECK 246,1998,24,<24',8.5,,,,
7660,Hurricane,FUN DECK 248,1998,24,<24',8.5,,,,
7661,Hurricane,SUN DECK 170,1997,17,<24',7.083333333,,,,
7662,Hurricane,SUN DECK 176,1997,17,<24',7.083333333,,,,
7663,Hurricane,FUN DECK 196 EXECUTIVE,1997,19,<24',7.5,,,,
7664,Hurricane,FUN DECK 196 FISH & FUN,1997,19,<24',7.5,,,,
7665,Hurricane,FUN DECK 196 LUXURY CR,1997,19,<24',7.5,,,,
7666,Hurricane,FUN DECK 196 REAR ENTRY,1997,19,<24',7.5,,,,
7667,Hurricane,FUN DECK 201,1997,20,<24',8.5,,,,
7668,Hurricane,FUN DECK 206,1997,21,<24',8.5,,,,
7669,Hurricane,FUN DECK 216,1997,21,<24',8.083333333,,,,
7670,Hurricane,SUN DECK 2100,1997,21,<24',8.083333333,,,,
7671,Hurricane,FUN DECK 226 FISH & FUN,1997,22,<24',7.583333333,,,,
7672,Hurricane,FUN DECK 226 LUXURY CR,1997,22,<24',7.583333333,,,,
7673,Hurricane,FUN DECK 226 PIT FISH,1997,22,<24',7.583333333,,,,
7674,Hurricane,FUN DECK 226 REAR ENTRY,1997,22,<24',7.583333333,,,,
7675,Hurricane,FUN DECK 230,1997,23,<24',8.5,,,,
7676,Hurricane,FUN DECK 246,1997,24,<24',8.5,,,,
7677,Hurricane,CHALLENGER,1996,17,<24',7.083333333,,,,
7678,Hurricane,SUN DECK 185,1996,18,<24',7.25,,,,
7679,Hurricane,FUN DECK 196 EXECUTIVE,1996,19,<24',7.5,,,,
7680,Hurricane,FUN DECK 196 FISH & FUN,1996,19,<24',7.5,,,,
7681,Hurricane,FUN DECK 196 LUXURY CR,1996,19,<24',7.5,,,,
7682,Hurricane,FUN DECK 196 REAR ENTRY,1996,19,<24',7.5,,,,
7683,Hurricane,FUN DECK 206,1996,20,<24',8.5,,,,
7684,Hurricane,FUN DECK 216,1996,20,<24',8.083333333,,,,
7685,Hurricane,SUN DECK 2000 SE,1996,20,<24',8.083333333,,,,
7686,Hurricane,SUN DECK 205,1996,20,<24',8.5,,,,
7687,Hurricane,SUN DECK 2100,1996,20,<24',8.083333333,,,,
7688,Hurricane,FUN DECK 226 FISH & FUN,1996,22,<24',7.583333333,,,,
7689,Hurricane,FUN DECK 226 LUXURY CR,1996,22,<24',7.583333333,,,,
7690,Hurricane,FUN DECK 226 PIT FISH,1996,22,<24',7.583333333,,,,
7691,Hurricane,FUN DECK 226 REAR ENTRY,1996,22,<24',7.583333333,,,,
7692,Hurricane,FUN DECK 230,1996,23,<24',8.5,,,,
7693,Hurricane,FUN DECK 246,1996,24,<24',8.5,,,,
7694,Hurricane,SUN DECK 176,1995,17,<24',7.083333333,,,,
7695,Hurricane,SUN DECK 185,1995,18,<24',7.25,,,,
7696,Hurricane,FUN DECK 196 EXECUTIVE,1995,19,<24',7.5,,,,
7697,Hurricane,FUN DECK 196 FISH & FUN,1995,19,<24',7.5,,,,
7698,Hurricane,FUN DECK 196 LUXURY CR,1995,19,<24',7.5,,,,
7699,Hurricane,FUN DECK 196 REAR ENTRY,1995,19,<24',7.5,,,,
7700,Hurricane,FUN DECK 206,1995,20,<24',8.5,,,,
7701,Hurricane,SUN DECK 2000 SE,1995,20,<24',8.083333333,,,,
7702,Hurricane,SUN DECK 205,1995,20,<24',8.5,,,,
7703,Hurricane,FUN DECK 216,1995,21,<24',8.083333333,,,,
7704,Hurricane,FUN DECK 226 EXECUTIVE,1995,22,<24',7.583333333,,,,
7705,Hurricane,FUN DECK 226 FISH & FUN,1995,22,<24',7.583333333,,,,
7706,Hurricane,FUN DECK 226 FISHERMAN,1995,22,<24',7.583333333,,,,
7707,Hurricane,FUN DECK 226 LUXURY CR,1995,22,<24',7.583333333,,,,
7708,Hurricane,FUN DECK 226 REAR ENTRY,1995,22,<24',7.583333333,,,,
7709,Hurricane,FUN DECK 230,1995,23,<24',8.5,,,,
7710,Hurricane,FUN DECK 236,1995,23,<24',8.5,,,,
7711,Hurricane,FUN DECK 240 MIDSHIP,1995,24,<24',8.5,,,,
7712,Hurricane,FUN DECK 246,1995,24,<24',8.5,,,,
7713,Hurricane,SUN DECK 176,1994,17,<24',7.083333333,,,,
7714,Hurricane,SUN DECK 185,1994,19,<24',7.25,,,,
7715,Hurricane,FUN DECK 206,1994,20,<24',8.5,,,,
7716,Hurricane,SUN DECK 2000 SE,1994,20,<24',8.083333333,,,,
7717,Hurricane,SUN DECK 205,1994,20,<24',8.5,,,,
7718,Hurricane,FUN DECK 226,1994,22,<24',7.583333333,,,,
7719,Hurricane,FUN DECK 236,1994,23,<24',8.5,,,,
7720,Hurricane,FUN DECK 246,1994,24,<24',8.5,,,,
7721,Hurricane,MIDSHIP,1994,24,<24',8.5,,,,
7722,Hurricane,SD185 SUN DECK CHALLNGR,1993,18,<24',7.25,,,,
7723,Hurricane,EXECUTIVE,1993,19,<24',7.5,,,,
7724,Hurricane,FISHERMAN,1993,19,<24',7.5,,,,
7725,Hurricane,LUXURY CRUISER,1993,19,<24',7.5,,,,
7726,Hurricane,PIT FISHERMAN,1993,19,<24',7.5,,,,
7727,Hurricane,REAR ENTRY,1993,19,<24',7.5,,,,
7728,Hurricane,2000 SE SUN DECK,1993,20,<24',8.083333333,,,,
7729,Hurricane,205 SL SUN DECK,1993,20,<24',8.5,,,,
7730,Hurricane,206 LUXURY CRUISER,1993,20,<24',8.5,,,,
7731,Hurricane,226 EXECUTIVE,1993,22,<24',7.583333333,,,,
7732,Hurricane,LUXURY CRUISER,1993,22,<24',7.583333333,,,,
7733,Hurricane,PIT FISHERMAN,1993,22,<24',7.583333333,,,,
7734,Hurricane,REAR ENTRY,1993,22,<24',7.583333333,,,,
7735,Hurricane,236 LUXURY CRUISER,1993,23,<24',8.5,,,,
7736,Hurricane,MIDSHIP,1993,24,<24',8.5,,,,
7737,Hurricane,CHALLENGER SL,1992,18,<24',7.25,,,,
7738,Hurricane,FUN DECK 196 EXECUTIVE,1992,19,<24',7.5,,,,
7739,Hurricane,FUN DECK 196 FISH & SUN,1992,19,<24',7.5,,,,
7740,Hurricane,FUN DECK 196 LUXURY CR,1992,19,<24',7.5,,,,
7741,Hurricane,FUN DECK 196 STRIPER,1992,19,<24',7.5,,,,
7742,Hurricane,2000 SE SPECIAL EDITION,1992,20,<24',8.083333333,,,,
7743,Hurricane,CHALLENGER SL,1992,20,<24',8.5,,,,
7744,Hurricane,FUN DECK 206 RE EXEC,1992,20,<24',8.5,,,,
7745,Hurricane,FUN DECK 206 RE LUX CRSER,1992,20,<24',8.5,,,,
7746,Hurricane,FUN DECK 226 EXEC CRUISER,1992,22,<24',7.583333333,,,,
7747,Hurricane,FUN DECK 226 FISH & FUN,1992,22,<24',7.583333333,,,,
7748,Hurricane,FUN DECK 226 FISHERMAN,1992,22,<24',7.583333333,,,,
7749,Hurricane,FUN DECK 226 LUX CRUISER,1992,22,<24',7.583333333,,,,
7750,Hurricane,FUN DECK 226 STRIPER,1992,22,<24',7.583333333,,,,
7751,Hurricane,FUN DECK 236 LUXURY CR,1992,23,<24',8.5,,,,
7752,Hurricane,2400 MID CABIN,1992,24,<24',8.5,,,,
7753,Hurricane,SUN DECK SD176,1991,17,<24',7.083333333,,,,
7754,Hurricane,SUN DECK CHALLENGER,1991,18,<24',7.25,,,,
7755,Hurricane,SUN DECK SD185 SL,1991,18,<24',7.25,,,,
7756,Hurricane,FUN DECK FD196,1991,19,<24',7.5,,,,
7757,Hurricane,FUN DECK FD196 FISH,1991,19,<24',7.5,,,,
7758,Hurricane,FUN DECK FD196 LUX CRSR,1991,19,<24',7.5,,,,
7759,Hurricane,EXECUTIVE FD206,1991,20,<24',8.5,,,,
7760,Hurricane,FISHERMAN FD206,1991,20,<24',8.5,,,,
7761,Hurricane,LUXURY CRUISER FD206,1991,20,<24',8.5,,,,
7762,Hurricane,SUN DECK SD205 SL,1991,20,<24',8.5,,,,
7763,Hurricane,ENTERTAINER FD226,1991,22,<24',7.583333333,,,,
7764,Hurricane,EXECUTIVE FD226,1991,22,<24',7.583333333,,,,
7765,Hurricane,FISH/FUN FD226,1991,22,<24',7.583333333,,,,
7766,Hurricane,FISHERMAN FD226,1991,22,<24',7.583333333,,,,
7767,Hurricane,LUXURY CRUISER FD226,1991,22,<24',7.583333333,,,,
7768,Hurricane,SUN DECK SD220 SL,1991,22,<24',7.583333333,,,,
7769,Hurricane,EXECUTIVE,1991,23,<24',8.5,,,,
7770,Hurricane,LUXURY CRUISER,1991,23,<24',8.5,,,,
7771,Hurricane,SUN DECK 176,1990,17,<24',7.083333333,,,,
7772,Hurricane,SUN DECK 185,1990,18,<24',7.25,,,,
7773,Hurricane,FUN DECK 196,1990,19,<24',7.5,,,,
7774,Hurricane,SUN DECK 196,1990,19,<24',7.5,,,,
7775,Hurricane,FUN DECK 206,1990,20,<24',8.5,,,,
7776,Hurricane,FUN DECK 206 FISHERMAN,1990,20,<24',8.5,,,,
7777,Hurricane,SUN DECK 205,1990,21,<24',8.5,,,,
7778,Hurricane,FUN DECK 226,1990,22,<24',7.583333333,,,,
7779,Hurricane,SUN DECK 2200,1990,22,<24',8.083333333,,,,
7780,Hurricane,ELITE SUN DECK 176,1989,17,<24',7.083333333,,,,
7781,Hurricane,FREEDOM SUN DECK 176,1989,17,<24',7.083333333,,,,
7782,Hurricane,SUN DECK 176,1989,17,<24',7.083333333,,,,
7783,Hurricane,ELITE SUN DECK 196,1989,19,<24',7.5,,,,
7784,Hurricane,FUN DECK 196,1989,19,<24',7.5,,,,
7785,Hurricane,SUN DECK 196,1989,19,<24',7.5,,,,
7786,Hurricane,ELITE SUN DECK 2200,1989,22,<24',8.083333333,,,,
7787,Hurricane,FUN DECK 226,1989,22,<24',7.583333333,,,,
7788,Hurricane,SUN DECK 2200,1989,22,<24',8.083333333,,,,
7789,Hurricane,CYPRESS SD176,1988,17,<24',7.166666667,,,,
7790,Hurricane,GENEVA SD176,1988,17,<24',7.166666667,,,,
7791,Hurricane,CYPRESS SD196,1988,19,<24',7.5,,,,
7792,Hurricane,EXECUTIVE FD19,1988,19,<24',7.5,,,,
7793,Hurricane,FISHERMAN FD196,1988,19,<24',7.5,,,,
7794,Hurricane,GENEVA SD196,1988,19,<24',7.5,,,,
7795,Hurricane,EXECUTIVE FD226,1988,22,<24',7.666666667,,,,
7796,Hurricane,FISHERMAN FD226,1988,22,<24',7.666666667,,,,
7797,Hurricane,CYPRESS SD176,1987,17,<24',7.166666667,,,,
7798,Hurricane,GENEVA SD176,1987,17,<24',7.166666667,,,,
7799,Hurricane,CYPRESS SD196,1987,19,<24',7.5,,,,
7800,Hurricane,EXECUTIVE FD196,1987,19,<24',7.5,,,,
7801,Hurricane,GENEVA SD196,1987,19,<24',7.5,,,,
7802,Hurricane,EXECUTIVE FD226,1987,22,<24',7.666666667,,,,
7803,Hurricane,CYPRESS SD176,1986,17,<24',7.166666667,,,,
7804,Hurricane,GENEVA SD176,1986,17,<24',7.166666667,,,,
7805,Hurricane,CYPRESS SD196,1986,19,<24',7.5,,,,
7806,Hurricane,EXECUTIVE FD196,1986,19,<24',7.5,,,,
7807,Hurricane,FISHERMAN FD196,1986,19,<24',7.5,,,,
7808,Hurricane,GENEVA SD196,1986,19,<24',7.5,,,,
7809,Hurricane,TAHOE SD196,1986,19,<24',7.5,,,,
7810,Hurricane,EXECUTIVE FD226,1986,22,<24',7.666666667,,,,
7811,Hurricane,FISHERMAN FD226,1986,22,<24',7.666666667,,,,
7812,Hurricane,CYPRUS SD176,1985,17,<24',7.166666667,,,,
7813,Hurricane,GENEVA SD176,1985,17,<24',7.166666667,,,,
7814,Hurricane,CYPRUS SD196,1985,19,<24',7.5,,,,
7815,Hurricane,FUN DECK FD196,1985,19,<24',7.5,,,,
7816,Hurricane,FUN DECK FISHERMAN FD196,1985,19,<24',7.5,,,,
7817,Hurricane,GENEVA SD196,1985,19,<24',7.5,,,,
7818,Hurricane,TAHOE SD196,1985,19,<24',7.5,,,,
7819,Hurricane,FUN DECK FD226,1985,22,<24',7.666666667,,,,
7820,Hurricane,FUN DECK FISHERMAN FD226,1985,22,<24',7.666666667,,,,
7821,Hurricane,CYPRUS SD176,1984,17,<24',7.166666667,,,,
7822,Hurricane,GENEVA SD176,1984,17,<24',7.166666667,,,,
7823,Hurricane,SEA DRIVE SD176,1984,17,<24',7.166666667,,,,
7824,Hurricane,CYPRUS SD196,1984,19,<24',7.5,,,,
7825,Hurricane,FUN DECK FD196,1984,19,<24',7.5,,,,
7826,Hurricane,GENEVA SD196,1984,19,<24',7.5,,,,
7827,Hurricane,TAHOE SD196,1984,19,<24',7.5,,,,
7828,Hurricane,FUN DECK FD226,1984,22,<24',7.666666667,,,,
7829,Hurricane,CYPRUS SD176,1983,17,<24',7.166666667,,,,
7830,Hurricane,GENEVA SD176,1983,17,<24',7.166666667,,,,
7831,Hurricane,CYPRUS SD196,1983,19,<24',7.5,,,,
7832,Hurricane,FUN DECK FD196,1983,19,<24',7.5,,,,
7833,Hurricane,GENEVA SD196,1983,19,<24',7.5,,,,
7834,Hurricane,TAHOE SD196,1983,19,<24',7.5,,,,
7835,Hurricane,FUN DECK FD226,1983,22,<24',7.666666667,,,,
7836,Hurricane,CYPRUS 176 SUN DECK,1982,17,<24',7.166666667,,,,
7837,Hurricane,GENEVA 176 SUN DECK,1982,17,<24',7.166666667,,,,
7838,Hurricane,SUN DECK MDLS,1982,17,<24',7.166666667,,,,
7839,Hurricane,TAHOE 176 SUN DECK,1982,17,<24',7.166666667,,,,
7840,Hurricane,CYPRUS 196 SUN DECK,1982,19,<24',7.5,,,,
